Post,Caption,Date,likesComment,IdFatherComment,IdChildComment,Username
B166OkVBPJR,'We should collab on a Kings DJ Tesla Model X ð\x9f\x98\x9dð\x9f\x92\x9cð\x9f\x8e¶ð\x9f\x9a\x98ð\x9f\x91\x8cð\x9f\x8f½ð\x9f\x8f\x80',Mon Sep  9 19:13:22 2019,0,18000289477254947,NONE,dj_eddie_z
B166OkVBPJR,'My remission gift ð\x9f\x8e\x81 ð\x9f\x92\x95ð\x9f\x92\x81ð\x9f\x8f¼â\x80\x8dâ\x99\x80ï¸\x8fð\x9f\x8c\x88â\x9c¨ 4 years.. ð\x9f\x9a\x97 â\x9d¤ï¸\x8fâ\x9c¨',Sun Sep  8 20:56:38 2019,0,18098381080027069,NONE,megxhilll
B166OkVBPJR,'@atencio_nicole',Sun Sep  8 20:38:04 2019,0,17871807853455256,NONE,shawnphipps
B166OkVBPJR,'@that_hair lmao your neck',Sun Sep  8 11:41:01 2019,1,17915491267334409,NONE,coldlove_
B166OkVBPJR,@coldlove_ ð,Sun Sep  8 12:50:31 2019,0,17915491267334409,17859017194504979,that_hair
B166OkVBPJR,'Tesla â\x99¡â\x99¥â\x99¡â\x99¥â\x99¡â\x99¥â\x99¡',Sun Sep  8 10:22:47 2019,0,18099413164051100,NONE,_m.12.1.1.2
B166OkVBPJR,'@lsabs7 @jsteti',Sat Sep  7 19:48:43 2019,0,18064984786130896,NONE,dannypolj
B166OkVBPJR,'@dahomi3.l0aky ur dads car lmao',Sat Sep  7 15:06:40 2019,1,18062600716149640,NONE,frankcanchola_1
B166OkVBPJR,@canchola_frank1 ð¤£,Sat Sep  7 15:07:20 2019,0,18062600716149640,17993381842266394,l0aky
B166OkVBPJR,'@ntinab95',Sat Sep  7 15:06:37 2019,0,18032172727206072,NONE,schkarpa
B166OkVBPJR,'I would follow this page but her face annoys me',Fri Sep  6 12:13:44 2019,2,18062712625180004,NONE,stephaniebenzcsq
B166OkVBPJR,'hope one day ill be able to have one!',Fri Sep  6 09:32:13 2019,0,17859105490509749,NONE,adria_trade
B166OkVBPJR,'ð\x9f\x92¯',Fri Sep  6 04:48:56 2019,1,17907761866359157,NONE,dailyhabitsofamouspeople
B166OkVBPJR,'â\x9d¤ï¸\x8fâ\x9d¤ï¸\x8fâ\x9d¤ï¸\x8f',Thu Sep  5 22:41:46 2019,0,18052466119175711,NONE,888makai
B166OkVBPJR,"'This is awesome, @mikepfau! â\x80\x9cI cannot not reactâ\x80\x9d sounds about right when weâ\x80\x99re talking about @teslamotors. ð\x9f\x99\x8c'",Thu Sep  5 18:38:58 2019,0,18067693576081565,NONE,usmarttech
B166OkVBPJR,'ð\x9f\x98\x8d',Thu Sep  5 14:51:19 2019,0,17892756037382584,NONE,tohidhsn
B166OkVBPJR,'@celineverkade',Thu Sep  5 13:50:59 2019,0,17872637857452065,NONE,jorenverkade
B166OkVBPJR,'Happy international day of Charity! â\x9d¤ï¸\x8f',Thu Sep  5 12:24:07 2019,0,17901497170370052,NONE,threehorizonsorg
B166OkVBPJR,'Follow me if you like cars',Thu Sep  5 12:16:09 2019,0,17853558232558912,NONE,is_that_a_supra2k19
B166OkVBPJR,'Or you could just buy a supra',Thu Sep  5 11:58:10 2019,0,17867972239467827,NONE,harry_tw03
B166OkVBPJR,'@farrahmuwalla',Thu Sep  5 11:55:56 2019,0,17992224187269936,NONE,hunter_hartman
B166OkVBPJR,@hunter_hartman i love you,Thu Sep  5 11:56:57 2019,1,17992224187269936,17888656684403305,farrahmuwalla
B166OkVBPJR,@hunter_hartman i love you,Thu Sep  5 12:14:43 2019,0,17992224187269936,17910724447350574,farrahmuwalla
B166OkVBPJR,'@lauriane1211 je ne suis pas le seul xD',Thu Sep  5 11:32:29 2019,0,17849754490564843,NONE,alex.t.t14
B166OkVBPJR,@alextonthat lol tres drôle -.-,Thu Sep  5 11:36:45 2019,0,17849754490564843,18056720104162236,laurianenavarri
B166OkVBPJR,'Nice hairline',Thu Sep  5 10:27:14 2019,0,17850631990567786,NONE,jon_jft
B166OkVBPJR,'@trickred mi sta salendo',Thu Sep  5 08:19:52 2019,1,17853152317545075,NONE,claudiodali93
B166OkVBPJR,@claudiodallalibera anche a me ðª,Thu Sep  5 15:28:59 2019,0,17853152317545075,18069969652136990,trickred
B166OkVBPJR,"'IÂ´m waiting since over 2 months for my front and rear window of my Model 3 here in Europe!!! Give a boost to the logistic, its a shame that I m left without my car for all this time!  Agreiter Philipp, Italy'",Thu Sep  5 07:00:53 2019,0,18097600762039091,NONE,autoservice_agreiter
B166OkVBPJR,'ð\x9f\x94¥ð\x9f\x94¥ð\x9f\x91\x8bð\x9f\x8f»ð\x9f\x91\x8bð\x9f\x8f»',Thu Sep  5 02:23:08 2019,0,18095370910013940,NONE,ridetechnews
B166OkVBPJR,'As Tesla user we need the Wifi working as cellular network .. specially when there is no coverage area .. now we have mobile internet and wifi working fine .. what if you out of the state .. to keep car always connected .. the wifi is the solution .. remove the Barriers and let your customers enjoy their Tesla by the way they like',Thu Sep  5 01:43:20 2019,0,18079044553110612,NONE,mohdysf2
B166OkVBPJR,'@bigevil WONDER WHAT HES DOING IF THERES LIKE A MODE OR something',Thu Sep  5 00:20:53 2019,0,17999004487259547,NONE,suzyshinn
B166OkVBPJR,'ð\x9f\x9a\x80ð\x9f\x9a\x80ð\x9f\x9a\x80',Wed Sep  4 23:49:13 2019,0,17892685795390733,NONE,wave_of_potential
B166OkVBPJR,'This would definitely be the weirdest car commercial ever',Wed Sep  4 21:21:27 2019,0,17892580129379348,NONE,magicmillard
B166OkVBPJR,'Uh huh',Wed Sep  4 19:22:28 2019,0,17844532660624199,NONE,christylynnr18
B166OkVBPJR,'Yaaaaaaaas ð\x9f\x94¥â\x9d¤ï¸\x8fð\x9f\x94¥',Wed Sep  4 18:38:08 2019,0,18013216447245834,NONE,simplefitechnology
B166OkVBPJR,'@johnchristierd @marsha_bart',Wed Sep  4 18:13:48 2019,1,18061407082177380,NONE,coach_brettb
B166OkVBPJR,'My 2-year-old loves when I do this. It feels even more intense to her since she is in the back seat.',Wed Sep  4 17:58:51 2019,0,17888294299398775,NONE,theresiahallmark
B166OkVBPJR,"'Grande @teslamotors , davvero un bel fungo!'",Wed Sep  4 17:47:27 2019,1,17848350799592575,NONE,andreajoseasa03
B166OkVBPJR,"'Hey, can I please have a model 3, white exterior, with autonomous mode, thatâ\x80\x99s all I want in life, thanks have a good day.'",Wed Sep  4 14:44:04 2019,2,18097226173054344,NONE,tyberol
B166OkVBPJR,'Hit em with the zoom zoom!',Wed Sep  4 14:22:38 2019,0,17910057316347962,NONE,thekingslayer419
B166OkVBPJR,'@colleennicki_ ð\x9f¤\x98ð\x9f\x8f¼',Wed Sep  4 14:05:50 2019,0,18012766012243635,NONE,dpardo_19
B166OkVBPJR,'Indeed every morning during my trip to work the same fun',Wed Sep  4 13:56:54 2019,0,17903329726366026,NONE,guntherwiehl
B166OkVBPJR,"'After a while, you will get used to acceleration so it does get old'",Wed Sep  4 13:52:57 2019,0,17849013997583235,NONE,jj_hixks
B166OkVBPJR,'More fun in a gasoline powered car though',Wed Sep  4 13:40:22 2019,0,18097759396001940,NONE,marcohshit
B166OkVBPJR,'@chloe_payne22',Wed Sep  4 12:32:42 2019,0,17872271131451852,NONE,brandondarnes
B166OkVBPJR,'@christylynnr18',Wed Sep  4 12:23:19 2019,0,17883284107412323,NONE,kyle7777
B166OkVBPJR,'@ no one because I donâ\x80\x99t have a Tesla YET I want one sooooo bad ð\x9f\x98\xad',Wed Sep  4 10:55:20 2019,1,17892287356383774,NONE,yupp_its_eric
B166OkVBPJR,'@lausvv als de m3p binnenkomt ð\x9f\x98\x8d',Wed Sep  4 10:47:49 2019,2,18088859032072729,NONE,jegberink
B166OkVBPJR,'@jai.rom',Wed Sep  4 09:33:36 2019,1,18096426571000350,NONE,m.rogers4
B166OkVBPJR,@m.rogers4 the best feeling:),Wed Sep  4 10:13:36 2019,0,18096426571000350,17849525197564513,jai.rom
B166OkVBPJR,'@s.glover50 @chrislo898',Wed Sep  4 09:26:17 2019,0,18016675687237123,NONE,cardenb
B166OkVBPJR,'@powellsandlackofpatience lmao ð\x9f\x98\x82',Wed Sep  4 09:07:43 2019,0,18062974951179597,NONE,theshiftheads
B166OkVBPJR,@chriscarsandmore every.time ð,Wed Sep  4 20:15:39 2019,0,18062974951179597,17863364653479538,powellslearningpatience
B166OkVBPJR,'@jaronblue99',Wed Sep  4 08:33:11 2019,0,17847529876595457,NONE,lukemoore_14
B166OkVBPJR,'I will sell a discount for tesla car. Write in dm',Wed Sep  4 08:29:11 2019,0,17917116931328172,NONE,toplivo_ua777
B166OkVBPJR,'@joshs60r â\x99¥ï¸\x8fð\x9f\x98\x82',Wed Sep  4 07:39:42 2019,0,18097971421015135,NONE,phys.zeke
B166OkVBPJR,'That is so ludicrous',Wed Sep  4 07:29:27 2019,0,18016286983240670,NONE,denniswebdev
B166OkVBPJR,'@peanutbutterandjyll',Wed Sep  4 07:18:22 2019,0,17917076299330994,NONE,dihnatowycz
B166OkVBPJR,'I guess the guy isnâ\x80\x99t flooring it through a hairpin turn',Wed Sep  4 07:04:35 2019,0,17910931759345715,NONE,ava_g_ciri
B166OkVBPJR,'Did this to @welshabbie ð\x9f\x98\x82',Wed Sep  4 06:42:00 2019,1,18064176238181492,NONE,1tomstone
B166OkVBPJR,'25.09 Modell 3 Performance !! Yeha! ð\x9f\x98\x8dWait wait wait',Wed Sep  4 06:28:56 2019,0,17917254766334330,NONE,mikadmon
B166OkVBPJR,"""@_justinhough when one of us get a Tesla we'll defs do this ð\x9f\x98\x82""",Wed Sep  4 06:19:26 2019,1,17998766251256700,NONE,jarred.burns78
B166OkVBPJR,'@lcdyson32 this is you and the girls if @arsenalrob81 ever gets a @teslamotors ð\x9f\x98\x82',Wed Sep  4 05:15:54 2019,1,18000971902247111,NONE,simondyson
B166OkVBPJR,'ð\x9f\x91\x8fð\x9f\x87ºð\x9f\x87¦ð\x9f\x94¥',Wed Sep  4 05:10:29 2019,0,17856830191523209,NONE,valeriizht
B166OkVBPJR,'@sumyrtle',Wed Sep  4 04:10:45 2019,0,18103683787002613,NONE,thevwguy
B166OkVBPJR,'I was expecting a @pornhub intro',Wed Sep  4 04:05:36 2019,0,18078590482111360,NONE,chinese_buffet_
B166OkVBPJR,"""Cardi B's Money auch nichtð\x9f\x98\xadð\x9f\x98\x82""",Wed Sep  4 04:05:31 2019,0,17999115265256010,NONE,raphilan
B166OkVBPJR,'How @teslamotors will fight against such a perfect italian car like @automobilipininfarinaofficial Battista model ?! This new model looks impossible to reach..',Wed Sep  4 03:54:03 2019,0,18067256782090172,NONE,luca_wolf01
B166OkVBPJR,'â\x9d¤ï¸\x8f',Wed Sep  4 03:25:21 2019,0,18051584680199160,NONE,timo.eugster
B166OkVBPJR,"'I guess theyâ\x80\x98re not on a racing circuit, so... isnâ\x80\x99t it dangerous?'",Wed Sep  4 02:59:08 2019,0,17853998863529972,NONE,coalio
B166OkVBPJR,'Haha @nathanselbach even optrekken en... whow ð\x9f¤£ Zo ziet wit leer eruit haha ben benieuwd ð\x9f\x99\x88',Wed Sep  4 02:20:00 2019,1,17916510847327976,NONE,lexiefar
B166OkVBPJR,'@riaandlu @clint_2jz',Wed Sep  4 02:04:57 2019,1,17863255837478269,NONE,rumdog180
B166OkVBPJR,@rumdog180 you want a tesla don't you,Wed Sep  4 03:59:21 2019,0,17863255837478269,17845713001609536,clint_2jz
B166OkVBPJR,@rumdog180 hahahahha,Wed Sep  4 04:53:13 2019,0,17863255837478269,17850346531559846,riaandlu
B166OkVBPJR,'@klm_iii you *know* what this reminds me of...',Wed Sep  4 01:45:55 2019,0,18057225730166824,NONE,alexfurmansky
B166OkVBPJR,'Giggle machine',Wed Sep  4 01:41:53 2019,0,18062824645181133,NONE,willybearito
B166OkVBPJR,'@lizhatcher145 I know you love dat feeling Hahahahah ð\x9f\x98\x8dð\x9f\x98\x8dð\x9f\x98\x8d',Wed Sep  4 01:10:59 2019,0,17853059245557453,NONE,drlakersgirl
B166OkVBPJR,'Excellent ð\x9f\x91\x8d',Wed Sep  4 01:07:26 2019,0,18067116637095447,NONE,paulmotorca
B166OkVBPJR,'ð\x9f\x98\x8dð\x9f\x98\x8dð\x9f\x98\x8dð\x9f\x98\x8d',Wed Sep  4 00:44:33 2019,0,17872573231449761,NONE,teslaambassadors
B166OkVBPJR,'literally do this to my girlfriend at least 5 times per destination lol',Wed Sep  4 00:37:11 2019,0,17972279092287805,NONE,leejamestsui
B166OkVBPJR,'@einara90',Wed Sep  4 00:31:31 2019,1,18095942170027287,NONE,fredrikandres1
B166OkVBPJR,'did u sure present tesla to lukashenko?',Wed Sep  4 00:14:07 2019,0,17858703409511101,NONE,kelvset
B166OkVBPJR,'@pauljoynerphoto all the time',Wed Sep  4 00:03:07 2019,1,17921504548323716,NONE,raquelcjoyner
B166OkVBPJR,'@sincerly.serah',Tue Sep  3 23:56:59 2019,0,17850306382574093,NONE,bonnietrow
B166OkVBPJR,"'Ð\xa0Ñ\x83Ð±Ð°Ñ\x88ÐºÐ° Ð²Ñ\x81Ðµ Ñ\x81Ð¸Ð»Ñ\x8cÐ½ÐµÐµ Ð¸ Ñ\x81Ð¸Ð»Ñ\x8cÐ½ÐµÐµ Ñ\x80Ð°Ñ\x81ÐºÑ\x80Ñ\x8bÐ²Ð°ÐµÑ\x82Ñ\x81Ñ\x8f, Ð½Ð°Ð¼ Ð½Ð°Ð²ÐµÑ\x80Ð½Ð¾Ðµ Ð´Ð¾ ÐºÐ¾Ð½Ñ\x86Ð° Ð½Ðµ Ð¿Ð¾ÐºÐ°Ð·Ð°Ð»Ð¸ Ð²Ð¸Ð´ÐµÐ¾...)'",Tue Sep  3 23:51:15 2019,0,18064712635130248,NONE,romanbutym
B166OkVBPJR,'Myself',Tue Sep  3 23:47:47 2019,0,18050173876189256,NONE,tvler.cannon
B166OkVBPJR,'@aaronyoungman',Tue Sep  3 23:31:15 2019,1,18080022412108699,NONE,long_n
B166OkVBPJR,'@melaskoart lol',Tue Sep  3 23:14:53 2019,1,18017113945237762,NONE,jlask
B166OkVBPJR,@jlask dingus,Tue Sep  3 23:18:51 2019,0,18017113945237762,17992967545269787,melaskoarts
B166OkVBPJR,'@phenomenina00 â\x9d¤ï¸\x8f',Tue Sep  3 22:39:58 2019,0,18096376192057925,NONE,cosmicwarrioralex
B166OkVBPJR,@cosmicwarrioralex ha hahahahahah!!! Ur not the only one!,Sat Sep 14 21:20:37 2019,1,18096376192057925,17868240019475303,phenomenina00
B166OkVBPJR,'Just watched the super video again and the girls seatbelt was undone while the driver is buckled up nicely.',Tue Sep  3 22:24:26 2019,0,18095857540033099,NONE,phaseal3469
B166OkVBPJR,'@__zac__blain__',Tue Sep  3 22:19:27 2019,0,17892172126384589,NONE,shutupshaye
B166OkVBPJR,'@amywats0124',Tue Sep  3 21:54:15 2019,2,17844360685628313,NONE,geoffhardin
B166OkVBPJR,'@r_summer',Tue Sep  3 21:49:38 2019,0,18051891838170828,NONE,d.a.e.smith
B166OkVBPJR,'@frewderris',Tue Sep  3 21:40:31 2019,1,17924272606315335,NONE,dgdanaher
B166OkVBPJR,'@ryevsf',Tue Sep  3 21:37:53 2019,0,18052456831169597,NONE,_colleenevans_
B166OkVBPJR,'It makes your heart jump! Such a fun feeling!!!',Tue Sep  3 21:03:27 2019,2,17848225837597020,NONE,thelittleblogofvegan
B166OkVBPJR,'Ight ima head out ð\x9f\x8d\x86ð\x9f¤¸ð\x9f\x8f½â\x80\x8dâ\x99\x82ï¸\x8f',Tue Sep  3 20:50:26 2019,0,18097532851018146,NONE,lesizmorre
B166OkVBPJR,'@_alexandr.jm_ Î¸Î± Î³ÎµÎ»Î¬Ï\x83Î¿Ï\x85Î¼Îµ Ï\x80Î¿Î»Ï\x8d Ï\x8cÏ\x84Î±Î½ Î±Ï\x80Î¿ÎºÏ\x84Î®Ï\x83Î¿Ï\x85Î¼Îµ Î\xadÎ½Î± ð\x9f\x98\x82',Tue Sep  3 20:36:16 2019,2,18077832922118766,NONE,sayuri.estheim
B166OkVBPJR,@sayuri.estheim ÎµÏÏ Î¸Î± ÏÏÎ¹ÏÎ¹Î¶ÎµÎ¹Ï,Wed Sep  4 03:25:39 2019,1,18077832922118766,17846420866600012,_alexandr.jm_
B166OkVBPJR,@_alexandr.jm_ you will constantly tease me,Wed Sep  4 06:25:03 2019,1,18077832922118766,17844439735621247,sayuri.estheim
B166OkVBPJR,"'@ivovanhal I always do this to you in my Tesla, whoosh!'",Tue Sep  3 20:17:32 2019,1,17864840008480066,NONE,lewitje
B166OkVBPJR,@lewitje yeahyeah in your Tesla,Tue Sep  3 20:18:35 2019,0,17864840008480066,18019009867224175,ivovanhal
B166OkVBPJR,@ivovanhal my @teslamotors Model 5 yeah yeah,Tue Sep  3 20:19:04 2019,0,17864840008480066,18031517050201582,lewitje
B166OkVBPJR,@lewitje yeah yeah the one on the jans,Tue Sep  3 20:19:43 2019,0,17864840008480066,18060548545158229,ivovanhal
B166OkVBPJR,"@ivovanhal yeah yeah, but watch the speed camera because it’s only 50 yeah yeah *flitz*",Tue Sep  3 20:20:26 2019,0,17864840008480066,17866095898472892,lewitje
B166OkVBPJR,@lewitje yeah yeah the one who can’t beat a C1 yeah yeah model 3 psshh,Tue Sep  3 20:21:42 2019,0,17864840008480066,17881093807424255,ivovanhal
B166OkVBPJR,"@ivovanhal yeah right @teslamotors could you make a car faster than the Lemon C1? I mean, we have to hit the air conditioning button to make it go faster, but we could pass any Tesla I’m pretty sure yeah yeah",Tue Sep  3 20:23:46 2019,0,17864840008480066,17898300214374083,lewitje
B166OkVBPJR,'@wtfitsvee @smallwill_lifting @unicorn_nebula_ ð\x9f\x98\x82',Tue Sep  3 20:07:46 2019,2,17916864262334599,NONE,therealnicklarson
B166OkVBPJR,'ð\x9f\x94¥ð\x9f\x94¥ð\x9f\x94¥ð\x9f\x94¥',Tue Sep  3 19:37:13 2019,1,17885594890407560,NONE,dylan_helewn
B166OkVBPJR,'ð\x9f\x91\x8d',Tue Sep  3 19:37:08 2019,0,17921540137320830,NONE,dylan_helewn
B166OkVBPJR,'My wife ð\x9f\x98\x82 @marcyvegn_animalovr',Tue Sep  3 19:25:35 2019,1,17844367231625813,NONE,socaltintshop.chino
B166OkVBPJR,"'When we first got our 3, @juliafarrisfranklin and I did this to each other all the time. Still necessary every so often ð\x9f\x98\x81'",Tue Sep  3 18:55:24 2019,1,18078393055105445,NONE,astrothad
B166OkVBPJR,'@flossylady Sounds familiar?',Tue Sep  3 18:14:56 2019,1,17845696702609280,NONE,dr.toothman
B166OkVBPJR,'Move',Tue Sep  3 18:08:56 2019,1,17971568509286881,NONE,fnealnwc
B166OkVBPJR,'@twaffs Iâ\x80\x99m s-or-y',Tue Sep  3 17:51:31 2019,1,17881877683420274,NONE,itsjustafatkid
B166OkVBPJR,'Those are the reactions I want to see with the girl I want to be with EVERY DAY ð\x9f\x98\x81',Tue Sep  3 17:47:49 2019,1,18072647497120183,NONE,promoeddie
B166OkVBPJR,@promoeddie Facts ðð¤ð¼,Tue Sep  3 20:48:27 2019,1,18072647497120183,17975660971280335,carswithoutgas
B166OkVBPJR,'@typicray lol',Tue Sep  3 17:22:20 2019,0,18087170200073929,NONE,jael.v
B166OkVBPJR,@jael.v why you do this to me? ð­,Tue Sep  3 17:32:03 2019,0,18087170200073929,18052213387172233,typicray
B166OkVBPJR,'ð\x9f\x98\x82When  I was in a Tesla thatâ\x80\x99s what happened ð\x9f\x98\x82',Tue Sep  3 17:17:20 2019,0,18096588613039161,NONE,memos_the_greek_godd
B166OkVBPJR,'@drea2_86 itâ\x80\x99s what I do to you too lol',Tue Sep  3 16:42:26 2019,0,17892897802375840,NONE,sidkid560
B166OkVBPJR,'@mcdjo400 Â«Â\xa0tag your tesla baeÂ\xa0Â»',Tue Sep  3 16:22:56 2019,1,18078478486103774,NONE,thbben
B166OkVBPJR,'ð\x9f¤\x94 Not sure whatâ\x80\x99s happening except for her shirt slowly coming off.',Tue Sep  3 16:22:37 2019,1,17854035949537730,NONE,tango.oscar.delta.delta
B166OkVBPJR,@tango.oscar.delta.delta ðð¤ð¼,Tue Sep  3 20:48:37 2019,0,17854035949537730,17866047097471024,carswithoutgas
B166OkVBPJR,'@benjaminhaarbo',Tue Sep  3 16:22:29 2019,1,18062653600146305,NONE,christian_jespersen
B166OkVBPJR,'@cris.yordan',Tue Sep  3 16:08:15 2019,0,18063915853180995,NONE,cigdem_talgar
B166OkVBPJR,'Tickles the tummy â\x98ºï¸\x8f',Tue Sep  3 15:52:07 2019,1,18091696012069012,NONE,audreywss
B166OkVBPJR,'ð\x9f\x98\x8f',Tue Sep  3 15:42:09 2019,1,18064567999133061,NONE,coolandcollected__
B166OkVBPJR,'@stephaniefrancis',Tue Sep  3 15:26:05 2019,0,18101739244040829,NONE,mattdarcygjj
B166OkVBPJR,'@ruttschi',Tue Sep  3 15:24:18 2019,2,17844314677621924,NONE,den_wolfr
B166OkVBPJR,@denwolf her reaction was smother then mine though ðð,Tue Sep  3 16:01:02 2019,0,17844314677621924,17924513182318416,rut_magaa
B166OkVBPJR,'@divatotten',Tue Sep  3 15:16:22 2019,0,18097201501045235,NONE,ktotten6
B166OkVBPJR,'Her reactions are pure joy!',Tue Sep  3 15:00:38 2019,1,18018840862231956,NONE,curtispierson
B166OkVBPJR,'Listening to Cardi B ð\x9f\x98\x82',Tue Sep  3 14:49:14 2019,1,18068047897142041,NONE,kj_kensho_flow
B166OkVBPJR,'@orladune ð\x9f\x98\x82',Tue Sep  3 14:16:49 2019,0,18025291042217498,NONE,elanatias
B166OkVBPJR,'@jess_roth',Tue Sep  3 14:07:55 2019,1,18096552529041557,NONE,dbaracchini
B166OkVBPJR,'@nishinotv',Tue Sep  3 14:02:19 2019,1,17971486006285529,NONE,willie.coleman
B166OkVBPJR,'@_amandapeck you! Lolz',Tue Sep  3 14:00:09 2019,2,18064256776192916,NONE,joeyfreshwata
B166OkVBPJR,@jpgt4ut itâs like a roller coaster! stahhhppp ð©,Tue Sep  3 15:09:14 2019,1,18064256776192916,18096250291060790,_amandapeck
B166OkVBPJR,'You canâ\x80\x99t help but laugh during take off! #Zoom',Tue Sep  3 13:58:51 2019,1,17975261290280456,NONE,lindalovesanimals
B166OkVBPJR,'Wanna send me a car?',Tue Sep  3 13:54:55 2019,1,17853056392558040,NONE,parkemelson
B166OkVBPJR,'ð\x9f\x91\x8cð\x9f\x91\x8cð\x9f\x91\x8cð\x9f\x91\x8c',Tue Sep  3 13:50:39 2019,1,17892445369376566,NONE,akohagshnas
B166OkVBPJR,'Jajaja what a lovely surpriseð\x9f\x92\x99@mikepfau @andreea_emilia',Tue Sep  3 13:45:46 2019,2,17853876064526631,NONE,tatigely
B166OkVBPJR,@tatigely â¤â¤â¤â¤â¤,Tue Sep  3 14:04:01 2019,0,17853876064526631,17852786167545235,andreea_emilia
B166OkVBPJR,'@helenahampis ð\x9f\x98\x82ð\x9f\x98\x98',Tue Sep  3 13:33:31 2019,2,17848798540583897,NONE,johanhampis
B166OkVBPJR,@johanhampis Roligt sa Bull!ðð»ðð»ððð,Tue Sep  3 13:35:24 2019,1,17848798540583897,17859707521499147,helenahampis
B166OkVBPJR,'Taycan ð\x9f\x92ªð\x9f\x8f½ð\x9f\x92ªð\x9f\x8f½ð\x9f\x92ªð\x9f\x8f½ð\x9f\x87©ð\x9f\x87ª #TeslaKiller \nBetter go trade in your $100k Teslas for $40k and get a real car. ð\x9f¤£ð\x9f¤£ð\x9f¤£',Tue Sep  3 13:13:37 2019,2,17872518718442852,NONE,kevinzamani
B166OkVBPJR,'@gopro ð\x9f\x98\x82ð\x9f\x91\x8dð\x9f\x8f»',Tue Sep  3 13:12:35 2019,0,17855694532524936,NONE,sardor_davletyarov
B166OkVBPJR,'@hannanatored',Tue Sep  3 13:00:43 2019,0,17975048944282165,NONE,thomajay
B166OkVBPJR,'@austingray.ninja ZOOM â\x9a¡ï¸\x8f',Tue Sep  3 12:50:56 2019,0,17911096642347644,NONE,gnarlyninjanate
B166OkVBPJR,'Hi- I am reaching out because my father in law dream would be to test drive and own the tesla truck - he has cancer and we are bot sure how much time he has left- I do understand the concept hasnt been released yet - but any help getting him to even see the concept would make this worthwhile- I did write a letter and sent to Mr Elon Musk Secretary at Corporate headquarters- please please please help me fulfill his wish Please reach out',Tue Sep  3 12:42:06 2019,3,17892260812375929,NONE,c.sheilah
B166OkVBPJR,@c.sheilah ❤️,Tue Sep  3 20:49:05 2019,0,17892260812375929,17850384925562327,carswithoutgas
B166OkVBPJR,'Great camera choice. ð\x9f\x8e¥',Tue Sep  3 12:41:21 2019,155,18067815505089997,NONE,gopro
B166OkVBPJR,@gopro even better car choice.,Tue Sep  3 20:32:26 2019,1,18067815505089997,17888075131394261,paulfletcher971
B166OkVBPJR,@gopro ah hahaha ð. Tesla is smart,Wed Sep  4 08:52:49 2019,1,18067815505089997,18091885144070751,crazycatcrazyschool
B166OkVBPJR,@gopro yes always the best cameras ð,Thu Sep  5 15:49:53 2019,0,18067815505089997,18067119166187870,robin_loup
B166OkVBPJR,@gopro I was thinking the same . ð¤ð¯,Thu Nov 28 16:58:47 2019,0,18067815505089997,18006700534268656,aaffect
B166OkVBPJR,@gopro @mikepfau was an OG employee! Miss the good ok days #goproclassof2016,Thu Dec 17 00:51:38 2020,1,18067815505089997,17892789421753721,nateleenc
B166OkVBPJR,"@nateleenc you know it the good old days were the best. Great to see you last week, sorry I was running around, Iâll have more time down there coming up, let catch some winter swells ;)",Thu Dec 17 01:02:40 2020,1,18067815505089997,17863828103251215,mikepfau
B166OkVBPJR,@mikepfau canât wait my dude!,Thu Dec 17 01:08:34 2020,0,18067815505089997,17969190895351969,nateleenc
B166OkVBPJR,'@dannewins',Tue Sep  3 12:19:40 2019,3,18091151854069175,NONE,tomcuff25
B166OkVBPJR,@coach.cuff I’m the screaming girl,Tue Sep  3 12:30:49 2019,0,18091151854069175,18001268824252279,dannewins
B166OkVBPJR,'@raphostojic',Tue Sep  3 12:14:54 2019,1,17845572463610782,NONE,hugolabrecque98
B166OkVBPJR,'@xindee_tu_lee ð\x9f\x98\x82',Tue Sep  3 12:07:14 2019,0,17959373743288973,NONE,borazy
B166OkVBPJR,@borazy ð,Wed Sep  4 00:08:24 2019,0,17959373743288973,17927980924309149,xindee_tu_lee
B166OkVBPJR,'Ù\x88Ù\x84Û\x8c Ù\x81Ú©Ø± Ù\x86Ú©Ù\x85 Ø¨Ù\x87 Ù¾Ø§Û\x8c Ù¾Ø±Ø§Û\x8cØ¯ Ø§Û\x8cØ±Ø§Ù\x86 Ø¨Ø±Ø³Ù\x87 ð\x9f\x98¢ð\x9f\x98¢ð\x9f\x98¢ð\x9f\x98¢ð\x9f\x98¢ð\x9f\x98¢ð\x9f\x98¢ð\x9f\x98\xadð\x9f\x98\xadð\x9f\x98\xadð\x9f\x98\xadð\x9f\x98\xadð\x9f\x98\xadð\x9f\x98\xadð\x9f\x98\xad',Tue Sep  3 11:58:23 2019,0,17892090559383803,NONE,mahdiiii_safarzadeh
B166OkVBPJR,'DeberÃ\xadas hacer un reaction video con varias personas ð\x9f\x98\x82 @mayermm',Tue Sep  3 11:50:27 2019,1,17999969071252328,NONE,panamasupercars
B166OkVBPJR,@panamasupercars ð,Tue Sep  3 20:49:14 2019,0,17999969071252328,18096270889063451,carswithoutgas
B166OkVBPJR,'@swimberley22',Tue Sep  3 11:48:13 2019,0,18061126402153628,NONE,smithwimberley
B166OkVBPJR,'@dianacondruz',Tue Sep  3 11:27:31 2019,0,17852828410536101,NONE,thechrisbjork
